city,population_2020,sumlev,state,county,place,cousub,concit,primgeo_flag,funcstat,stname,estimatesbase2020,popestimate2021,popestimate2022,popestimate2023,size_category,population_rank,region
Rake,186,162,19,000,65415,00000,00000,0,A,Iowa,186,186,185,182,Village,576,Other
Ralston,79,162,19,000,65505,00000,00000,0,A,Iowa,79,79,78,77,Village,661,Other
Randalia,51,162,19,000,65550,00000,00000,0,A,Iowa,51,50,50,50,Village,683,Other
Randall,156,162,19,000,65595,00000,00000,0,A,Iowa,154,154,155,154,Village,597,Other
Randolph,187,162,19,000,65640,00000,00000,0,A,Iowa,188,187,184,181,Village,575,Other
Rathbun,40,162,19,000,65730,00000,00000,0,A,Iowa,40,40,39,39,Village,691,Other
Raymond,758,162,19,000,65820,00000,00000,0,A,Iowa,760,751,747,748,Village,334,Other
Readlyn,850,162,19,000,65910,00000,00000,0,A,Iowa,849,854,858,860,Village,307,Other
Reasnor,155,162,19,000,65955,00000,00000,0,A,Iowa,155,157,156,156,Village,598,Other
Redding,63,162,19,000,66000,00000,00000,0,A,Iowa,64,64,65,64,Village,675,Other
Redfield,731,162,19,000,66045,00000,00000,0,A,Iowa,730,735,731,719,Village,345,Other
Red Oak,5595,162,19,000,66135,00000,00000,0,A,Iowa,5595,5580,5506,5461,Small Town,70,Other
Reinbeck,1665,162,19,000,66315,00000,00000,0,A,Iowa,1667,1662,1656,1665,Village,188,Other
Rembrandt,211,162,19,000,66360,00000,00000,0,A,Iowa,211,210,205,201,Village,556,Other
Remsen,1674,162,19,000,66405,00000,00000,0,A,Iowa,1678,1669,1677,1682,Village,187,Other
Renwick,232,162,19,000,66450,00000,00000,0,A,Iowa,232,232,231,228,Village,544,Other
Rhodes,271,162,19,000,66540,00000,00000,0,A,Iowa,271,270,270,270,Village,514,Other
Riceville,809,162,19,000,66585,00000,00000,0,A,Iowa,806,803,812,804,Village,315,Other
Richland,539,162,19,000,66720,00000,00000,0,A,Iowa,540,534,533,540,Village,396,Other
Rickardsville,206,162,19,000,66810,00000,00000,0,A,Iowa,206,206,203,203,Village,561,Other
Ricketts,109,162,19,000,66855,00000,00000,0,A,Iowa,109,107,106,105,Village,635,Other
Ridgeway,276,162,19,000,67035,00000,00000,0,A,Iowa,276,270,268,265,Village,510,Other
Rinard,36,162,19,000,67125,00000,00000,0,A,Iowa,36,36,35,35,Village,695,Other
Ringsted,364,162,19,000,67170,00000,00000,0,A,Iowa,366,362,353,354,Village,467,Other
Rippey,221,162,19,000,67215,00000,00000,0,A,Iowa,221,219,219,214,Village,552,Other
Riverdale,376,162,19,000,67350,00000,00000,0,A,Iowa,377,376,376,377,Village,463,Other
Riverside,1060,162,19,000,67440,00000,00000,0,A,Iowa,1062,1055,1050,1046,Village,258,Other
Riverton,247,162,19,000,67575,00000,00000,0,A,Iowa,248,249,244,241,Village,533,Other
Robins,3367,162,19,000,67800,00000,00000,0,A,Iowa,3363,3343,3332,3312,Village,113,Other
Rock Falls,149,162,19,000,68025,00000,00000,0,A,Iowa,149,147,145,145,Village,603,Other
Rockford,762,162,19,000,68070,00000,00000,0,A,Iowa,763,752,744,741,Village,330,Other
Rock Rapids,2609,162,19,000,68160,00000,00000,0,A,Iowa,2610,2640,2675,2706,Village,133,Other
Rock Valley,4067,162,19,000,68205,00000,00000,0,A,Iowa,4060,4084,4073,4045,Village,102,Other
Rockwell,1069,162,19,000,68250,00000,00000,0,A,Iowa,1072,1057,1050,1044,Village,255,Other
Rockwell City,2253,162,19,000,68295,00000,00000,0,A,Iowa,2261,2246,2188,2195,Village,150,Other
Rodman,30,162,19,000,68340,00000,00000,0,A,Iowa,30,30,29,29,Village,699,Other
Rodney,45,162,19,000,68385,00000,00000,0,A,Iowa,45,44,44,43,Village,687,Other
Roland,1359,162,19,000,68475,00000,00000,0,A,Iowa,1361,1368,1356,1354,Village,217,Other
Rolfe,511,162,19,000,68520,00000,00000,0,A,Iowa,511,508,511,503,Village,405,Other
Rome,114,162,19,000,68565,00000,00000,0,A,Iowa,114,113,114,112,Village,630,Other
Rose Hill,160,162,19,000,68700,00000,00000,0,A,Iowa,160,158,158,157,Village,595,Other
Rossie,47,162,19,000,68925,00000,00000,0,A,Iowa,47,47,47,47,Village,685,Other
Rowan,122,162,19,000,69015,00000,00000,0,A,Iowa,122,120,119,119,Village,624,Other
Rowley,269,162,19,000,69060,00000,00000,0,A,Iowa,269,269,269,266,Village,516,Other
Royal,380,162,19,000,69105,00000,00000,0,A,Iowa,382,380,381,380,Village,459,Other
Rudd,357,162,19,000,69195,00000,00000,0,A,Iowa,358,352,349,348,Village,472,Other
Runnells,455,162,19,000,69240,00000,00000,0,A,Iowa,456,453,449,451,Village,426,Other
Russell,472,162,19,000,69285,00000,00000,0,A,Iowa,473,477,475,474,Village,421,Other
Ruthven,728,162,19,000,69330,00000,00000,0,A,Iowa,728,722,708,712,Village,346,Other
Rutland,117,162,19,000,69375,00000,00000,0,A,Iowa,117,117,116,116,Village,627,Other
Ryan,347,162,19,000,69465,00000,00000,0,A,Iowa,348,350,347,346,Village,479,Other
Sabula,501,162,19,000,69510,00000,00000,0,A,Iowa,502,499,494,493,Village,410,Other
Sac City,2056,162,19,000,69645,00000,00000,0,A,Iowa,2062,2048,2024,2019,Village,159,Other
Sageville,96,162,19,000,69690,00000,00000,0,A,Iowa,96,95,94,93,Village,646,Other
St. Ansgar,1170,162,19,000,69735,00000,00000,0,A,Iowa,1169,1174,1174,1160,Village,239,Other
St. Anthony,76,162,19,000,69780,00000,00000,0,A,Iowa,76,75,76,76,Village,664,Other
St. Charles,646,162,19,000,69915,00000,00000,0,A,Iowa,642,648,650,643,Village,369,Other
St. Donatus,121,162,19,000,69960,00000,00000,0,A,Iowa,121,120,120,119,Village,625,Other
St. Lucas,167,162,19,000,70050,00000,00000,0,A,Iowa,168,166,165,167,Village,589,Other
St. Marys,117,162,19,000,70095,00000,00000,0,A,Iowa,117,116,115,114,Village,627,Other
St. Olaf,103,162,19,000,70140,00000,00000,0,A,Iowa,103,103,103,102,Village,640,Other
St. Paul,108,162,19,000,70185,00000,00000,0,A,Iowa,108,107,106,105,Village,636,Other
Salem,397,162,19,000,70230,00000,00000,0,A,Iowa,398,395,390,386,Village,448,Other
Salix,300,162,19,000,70320,00000,00000,0,A,Iowa,301,298,299,299,Village,500,Other
Sanborn,1396,162,19,000,70410,00000,00000,0,A,Iowa,1393,1403,1422,1444,Village,214,Other
Sandyville,58,162,19,000,70590,00000,00000,0,A,Iowa,58,58,59,59,Village,679,Other
Scarville,79,162,19,000,71040,00000,00000,0,A,Iowa,79,79,79,78,Village,661,Other
Schaller,727,162,19,000,71085,00000,00000,0,A,Iowa,729,723,720,717,Village,347,Other
Schleswig,830,162,19,000,71130,00000,00000,0,A,Iowa,832,815,808,803,Village,312,Other
Scranton,507,162,19,000,71310,00000,00000,0,A,Iowa,508,503,501,492,Village,407,Other
Searsboro,129,162,19,000,71355,00000,00000,0,A,Iowa,129,128,128,127,Village,619,Other
Sergeant Bluff,5009,162,19,000,71625,00000,00000,0,A,Iowa,5014,5004,5247,5274,Small Town,85,Other
Seymour,636,162,19,000,71760,00000,00000,0,A,Iowa,635,639,633,639,Village,373,Other
Shambaugh,162,162,19,000,71895,00000,00000,0,A,Iowa,162,162,163,161,Village,593,Other
Shannon City,73,162,19,000,71940,00000,00000,0,A,Iowa,73,72,72,72,Village,667,Other
Sharpsburg,70,162,19,000,72075,00000,00000,0,A,Iowa,70,70,70,70,Village,670,Other
Sheffield,1124,162,19,000,72210,00000,00000,0,A,Iowa,1126,1118,1116,1107,Village,246,Other
Shelby,722,162,19,000,72300,00000,00000,0,A,Iowa,725,725,722,728,Village,350,Other
Sheldahl,299,162,19,000,72345,00000,00000,0,A,Iowa,300,304,305,311,Village,501,Other
Sheldon,5500,162,19,000,72390,00000,00000,0,A,Iowa,5511,5469,5484,5422,Small Town,72,Other
Shell Rock,1268,162,19,000,72435,00000,00000,0,A,Iowa,1267,1280,1277,1272,Village,223,Other
Shellsburg,962,162,19,000,72480,00000,00000,0,A,Iowa,962,976,982,989,Village,275,Other
Shenandoah,4919,162,19,000,72525,00000,00000,0,A,Iowa,4926,4923,4889,4884,Village,87,Other
Sherrill,183,162,19,000,72660,00000,00000,0,A,Iowa,183,181,178,176,Village,579,Other
Shueyville,732,162,19,000,72840,00000,00000,0,A,Iowa,734,735,731,723,Village,344,Other
Sibley,2857,162,19,000,72975,00000,00000,0,A,Iowa,2854,2845,2801,2761,Village,124,Other
Sidney,1060,162,19,000,73065,00000,00000,0,A,Iowa,1065,1058,1042,1039,Village,258,Other
Sigourney,2000,162,19,000,73110,00000,00000,0,A,Iowa,2006,1984,1980,1985,Village,165,Other
Silver City,241,162,19,000,73155,00000,00000,0,A,Iowa,242,244,245,246,Village,537,Other
Sioux Center,8249,162,19,000,73290,00000,00000,0,A,Iowa,8238,8319,8473,8543,Small Town,48,Other
Sioux City,85776,162,19,000,73335,00000,00000,0,A,Iowa,85784,85784,85402,85727,Medium City,4,Other
Sioux Rapids,747,162,19,000,73425,00000,00000,0,A,Iowa,748,745,727,718,Village,337,Other
Slater,1541,162,19,000,73515,00000,00000,0,A,Iowa,1541,1568,1581,1600,Village,200,Other
Sloan,1049,162,19,000,73605,00000,00000,0,A,Iowa,1046,1044,1047,1058,Village,259,Other
Smithland,187,162,19,000,73650,00000,00000,0,A,Iowa,187,184,183,183,Village,575,Other
Soldier,185,162,19,000,73785,00000,00000,0,A,Iowa,185,181,179,180,Village,577,Other
Solon,3039,162,19,000,73875,00000,00000,0,A,Iowa,3026,3096,3134,3182,Village,121,Other
Somers,127,162,19,000,73920,00000,00000,0,A,Iowa,128,127,125,123,Village,621,Other
South English,203,162,19,000,74055,00000,00000,0,A,Iowa,203,201,199,199,Village,563,Other
Spencer,11303,162,19,000,74280,00000,00000,0,A,Iowa,11322,11399,11442,11451,Town,35,Other
Spillville,385,162,19,000,74370,00000,00000,0,A,Iowa,386,380,375,372,Village,455,Other
Spirit Lake,5462,162,19,000,74415,00000,00000,0,A,Iowa,5440,5488,5527,5533,Small Town,74,Other
Spragueville,91,162,19,000,74460,00000,00000,0,A,Iowa,91,90,90,90,Village,650,Other
Springbrook,143,162,19,000,74505,00000,00000,0,A,Iowa,143,146,146,145,Village,609,Other
Spring Hill,67,162,19,000,74685,00000,00000,0,A,Iowa,67,69,68,68,Village,672,Other
